sentence1,sentence2,label
"From base camps scattered through the forests of Montana , Idaho and Oregon , the men were flown as many as 200 miles to fire sites , carrying <unk> tools and a two @-@ day supply of K @-@ rations .","Within two months , most juveniles will have <unk> and gained their first basic plumage .",1
"After defeating those forces , the North Vietnamese turned the newly won territories over to the local insurgents .","The Khmer Rouge also established "" liberated "" areas in the south and the southwestern parts of the country , where they operated independently of the North Vietnamese .",0
"After defeating those forces , the North Vietnamese turned the newly won territories over to the local insurgents .","Xenon at 80 % concentration along with 20 % oxygen rapidly produces the unconsciousness of general anesthesia ( and has been used for this , as discussed above ) .",1
"Vaishnava authors wrote treatments of the Hindu epics , the Ramayana , the Mahabharata and the Bhagavata .","Breaking away from the old Jain tradition of using the champu form for writing Kannada literature , Harihara penned poems in the ragale metre in <unk> @-@ <unk> @-@ <unk> ( 1160 ) .",0
"Vaishnava authors wrote treatments of the Hindu epics , the Ramayana , the Mahabharata and the Bhagavata .","Brian and Stewie decide to go to the North Pole to kill Santa , but Brian does not want Stewie to get disappointed if Santa is not what everybody thinks he is ; to this Stewie responds that Brian is as negative as <unk> from <unk> @-@ the @-@ <unk> .",1
"Dr Ralph Jackson , Senior Curator of Romano @-@ British Collections at the British Museum , has described the helmet as "" ... an immensely interesting and outstandingly important find ... Its face mask is both extremely finely wrought and <unk> striking , but it is as an ensemble that the helmet is so exceptional and , in its specifics , unparalleled .","It is a find of the greatest national ( and , indeed , international ) significance . """,0
"Dr Ralph Jackson , Senior Curator of Romano @-@ British Collections at the British Museum , has described the helmet as "" ... an immensely interesting and outstandingly important find ... Its face mask is both extremely finely wrought and <unk> striking , but it is as an ensemble that the helmet is so exceptional and , in its specifics , unparalleled .","Some Belgians were upset that Hergé was willing to work for a newspaper controlled by the occupying Nazi administration ; he received an anonymous letter from "" the father of a large family "" asking him not to work for Le Soir , fearing that The Adventures of Tintin would now be used to <unk> children in Nazi ideology , and that as a result "" They will no longer speak of God , of the Christian family , of the Catholic ideal ... [ How ] can you agree to collaborate in this terrible act , a real sin against Spirit ? """,1
These defences were accessed by a wall @-@ walk known as a chemin de <unk> .,"In the opinion of historian Hugh Kennedy the defences of the outer wall were "" the most elaborate and developed anywhere in the Latin east ... the whole structure is a brilliantly designed and superbly built fighting machine "" .",0
These defences were accessed by a wall @-@ walk known as a chemin de <unk> .,"This proved to have advantages for the manufacture of condoms ; unlike the sheep 's gut condoms , they could stretch and did not tear quickly when used .",1
"The band @-@ specific games , Aerosmith , Metallica , and Van Halen also feature the members of the respective bands .","However , in late 2009 , both Courtney Love and the members of No Doubt sought legal action against Activision for the misuse of their in @-@ game characters singing or performing songs by other artists , which the musicians believe fell outside of their contract .",0
"The band @-@ specific games , Aerosmith , Metallica , and Van Halen also feature the members of the respective bands .","In New York 's Hudson Valley , however , the Dutch <unk> operated very large landed estates and rented land to tenant farmers .",1
"@ 6 million viewers , the second highest audience for an episode of the second season .","Reviews were mixed , with some critics responding negatively to the lack of consequences from the fighting sequences while another praised the characters interactions and felt it was a good example of the western genre .",0
"@ 6 million viewers , the second highest audience for an episode of the second season .",The changes in water flow and use caused by Hoover Dam 's construction and operation have had a large impact on the Colorado River Delta .,1
"The Giants ' Barry Bonds drew criticism for his postseason performance , which had been a recurring criticism dating back to his time with the Pittsburgh Pirates .",The Cubs made several offseason acquisitions following the 1997 season including trading Doug Glanville for second baseman Mickey <unk> along with signing Jeff <unk> and Henry Rodríguez as free agents .,0
"The Giants ' Barry Bonds drew criticism for his postseason performance , which had been a recurring criticism dating back to his time with the Pittsburgh Pirates .","Perfect and Flair began having conflicts while teaming together , and Perfect accepted Savage 's offer on the November 16 episode of WWF Prime Time Wrestling to team with him at Survivor Series .",1
They are ranked second in the world by the International Rugby Board as of 20 June 2016 .,"England are the first , and to date the only , team from the northern hemisphere to win the Rugby World Cup , when they won the tournament back in 2003 .",0
They are ranked second in the world by the International Rugby Board as of 20 June 2016 .,"A weak system , the wave was barely identifiable as it tracked westward .",1
"The Palmyrene monarch seems to have waited until the situation clear , declaring loyalty neither to Fulvius Macrianus nor to Gallienus .","In the spring of 261 , Fulvius Macrianus arrived in the Balkans but was defeated and killed along with Macrianus Minor ; Odaenathus then marched on Emesa where Quietus and Balista were staying .",0
